,price,rooms,floor,lat,lon
50,18300000,3.0,5.0,55.828112,37.453794
51,14675000,3.0,19.0,55.649255,37.854007
53,8600000,1.0,9.0,55.712936,37.946659
54,10788015,1.0,13.0,55.675582,37.453584
55,46850000,2.0,19.0,55.715352,37.475325
56,8900000,1.0,2.0,55.932331,37.542964
57,14500000,3.0,1.0,55.656401,37.233443
58,17900000,3.0,2.0,55.66862,37.854711
59,15700000,3.0,9.0,55.71452,37.73178
60,19260000,1.0,11.0,55.820044,37.602498
61,15500000,1.0,11.0,55.774751,37.62544
62,16500000,3.0,4.0,55.678337,37.607823
63,198915500,4.0,13.0,55.723075,37.523695
64,28500000,2.0,8.0,55.783287,37.558644
65,14523000,1.0,3.0,55.728138,37.45019
66,68931120,1.0,2.0,55.745131,37.638857
67,6400000,1.0,2.0,55.687213,37.856957
68,14139310,3.0,16.0,55.701303,37.360556
69,18192360,2.0,20.0,55.700135,37.467573
70,9700000,1.0,14.0,55.624275,37.309717
71,6600000,1.0,10.0,55.833973,37.955749
72,17500000,2.0,12.0,55.628216,37.519811
73,6650384,2.0,19.0,55.832996,37.955103
74,73000000,3.0,8.0,55.723722,37.527248
75,10900000,1.0,6.0,55.633336,37.475116
76,35000000,4.0,2.0,55.696793,37.501289
77,10569641,1.0,30.0,55.848882,37.650286
78,125000000,4.0,2.0,55.757184,37.649684
79,17097300,4.0,7.0,55.593432,37.432521
80,10307606,1.0,14.0,55.848882,37.650286
81,59000000,4.0,2.0,55.751334,37.663171
82,33200000,3.0,4.0,55.750645,37.503058
83,12490000,3.0,2.0,55.81154,37.720997
84,27487880,3.0,32.0,55.836889,37.423529
85,10200000,1.0,5.0,55.584005,37.580574
86,8199999,2.0,5.0,55.89293,37.476422
87,15000000,1.0,9.0,55.714813,37.43295
88,30904483,2.0,7.0,55.726457,37.644051
89,15000000,3.0,2.0,55.793869,37.888464
90,13000000,1.0,18.0,55.667795,37.775366
91,9400000,2.0,6.0,55.897757,37.480453
92,38700000,3.0,29.0,55.806149,37.541592
93,34200000,3.0,12.0,55.766095,37.559418
94,14054274,2.0,15.0,55.770847,37.517985
95,126986160,4.0,34.0,55.799163,37.520317
96,7500000,1.0,24.0,55.945253,37.839434
97,4499000,1.0,9.0,55.939609,37.981829
98,65718900,3.0,23.0,55.656703,37.559221
99,59725032,4.0,7.0,55.690392,37.65662
100,41020512,2.0,8.0,55.732514,37.541109
102,13300000,2.0,2.0,55.883056,37.682923
103,12800000,2.0,7.0,55.881584,37.573899
104,8999900,1.0,19.0,55.674588,37.854326
105,13430348,2.0,6.0,55.935803,37.359503
107,33000000,4.0,9.0,55.809853,37.47535
108,5487560,1.0,14.0,55.832996,37.955103
109,99000000,4.0,21.0,55.799163,37.520317
110,64900000,3.0,3.0,55.694234,37.533171
111,73000000,3.0,16.0,55.715352,37.475325
112,13817440,2.0,3.0,55.836104,37.519234
113,13600000,3.0,12.0,55.632451,37.853664
114,23000000,3.0,7.0,55.753872,37.872732
115,14093644,2.0,6.0,55.594828,37.429789
116,11800000,1.0,14.0,55.733697,37.683565
117,50000000,3.0,2.0,55.761573,37.554087
118,30818150,2.0,12.0,55.692916,37.477074
119,15000000,1.0,2.0,55.774586,37.692867
120,10050000,2.0,1.0,55.875393,37.574123
121,43900000,3.0,16.0,55.722631,37.615786
122,13200000,2.0,4.0,55.734261,37.852812
123,9500000,3.0,9.0,55.657393,37.923111
124,26000000,2.0,7.0,55.865673,37.675459
125,20000000,3.0,4.0,55.789195,37.697377
126,9450000,2.0,12.0,55.53336,37.615098
127,7100000,2.0,5.0,55.473556,37.706286
129,5500000,1.0,3.0,55.966437,37.935303
130,23836800,2.0,38.0,55.781948,37.463665
131,14480000,3.0,1.0,55.632826,37.533461
132,35897600,2.0,29.0,55.692916,37.477074
133,10423970,2.0,14.0,55.593432,37.432521
134,18300000,1.0,4.0,55.75238,37.524498
135,21600000,3.0,8.0,55.714211,37.62116
137,30384875,3.0,2.0,55.809346,37.703022
138,9890000,1.0,7.0,55.625422,37.721106
139,12750000,1.0,14.0,55.601976,37.374171
140,28745640,3.0,8.0,55.809504,37.624678
141,14400000,2.0,4.0,55.750551,37.40771
142,12300000,2.0,10.0,55.836599,37.267339
143,16500000,2.0,3.0,55.55655,37.554415
144,7800000,1.0,2.0,55.791244,37.775391
146,10099999,1.0,2.0,55.561135,37.586046
147,49900000,3.0,14.0,55.773989,37.467405
149,13169486,2.0,19.0,55.858438,37.55652
150,32000000,1.0,11.0,55.755888,37.659004
151,158000000,5.0,1.0,55.759077,37.651109
152,22000000,2.0,1.0,55.779911,37.557047
153,12081480,1.0,38.0,55.848882,37.650286
154,8200000,2.0,6.0,55.971599,37.737398
155,8950000,2.0,16.0,55.910469,37.830082
156,28215000,2.0,2.0,55.777354,37.621747
157,20800000,3.0,6.0,55.799657,37.620197
158,13900000,1.0,4.0,55.788624,37.599167
159,9701054,1.0,15.0,55.547394,37.516296
160,41565498,2.0,25.0,55.746127,37.521238
161,9836852,1.0,23.0,55.548055,37.514951
162,9851047,1.0,20.0,55.848882,37.650286
163,22800000,3.0,13.0,55.871218,37.67226
164,25418400,1.0,37.0,55.768176,37.502906
165,10498999,2.0,2.0,55.554444,37.466248
166,15319646,3.0,18.0,55.860761,37.377363
167,11700000,2.0,6.0,55.874706,37.401125
168,13600000,2.0,3.0,55.818179,37.57262
170,42475952,3.0,11.0,55.768176,37.502906
171,11299000,2.0,13.0,55.663806,37.856918
172,10195464,1.0,15.0,55.593432,37.432521
173,120857100,3.0,12.0,55.692126,37.48176
174,14500000,1.0,4.0,55.899416,37.410286
175,11600000,1.0,9.0,55.634659,37.319524
176,89995000,4.0,6.0,55.723213,37.619309
177,44900000,3.0,4.0,55.696249,37.498859
178,56012171,3.0,42.0,55.746127,37.521238
179,7000000,2.0,5.0,55.53523,37.615004
180,14700000,2.0,19.0,55.826566,37.650369
182,17093468,1.0,7.0,55.806111,37.571988
183,13750000,2.0,1.0,55.635785,37.510606
184,37157500,2.0,3.0,55.814103,37.421652
185,17100000,2.0,14.0,55.630206,37.514616
186,11799000,2.0,5.0,55.717101,37.39162
187,125000000,4.0,13.0,55.769145,37.577256
188,6950000,1.0,14.0,55.918816,37.410437
189,49000000,3.0,18.0,55.785328,37.564163
190,18845624,1.0,20.0,55.759688,37.51659
191,21999000,3.0,4.0,55.837233,37.522624
192,11646180,1.0,16.0,55.719525,37.690231
193,35000000,3.0,8.0,55.681237,37.55819
194,26618127,3.0,26.0,55.720063,37.691146
195,24227325,2.0,43.0,55.797873,37.625361
196,10999999,1.0,3.0,55.642594,37.393671
197,19200000,3.0,3.0,55.662376,37.617154
198,13500000,2.0,2.0,55.680511,37.245982
199,14979800,2.0,9.0,55.625693,37.341506
200,18838804,2.0,5.0,55.740731,37.505552
201,23300000,2.0,7.0,55.732286,37.455666
202,26947528,1.0,13.0,55.746127,37.521238
203,11173658,2.0,10.0,55.557695,37.503123
204,9850000,3.0,13.0,55.969172,37.913852
205,6000000,2.0,2.0,55.972329,37.906743
206,14450000,1.0,4.0,55.722094,37.408531
207,10250000,1.0,3.0,55.702533,37.669909
208,14950000,1.0,32.0,55.860342,37.544645
209,64125027,3.0,22.0,55.793036,37.542115
210,9600000,2.0,15.0,55.609144,37.969694
211,39999999,3.0,4.0,55.780128,37.580413
212,26000000,3.0,2.0,55.810967,37.657384
214,22000000,2.0,13.0,55.885815,37.678043
215,48232400,3.0,20.0,55.754318,37.524726
216,39000000,3.0,32.0,55.695901,37.485901
217,12800000,2.0,8.0,55.923143,37.825428
218,5200000,1.0,1.0,56.01463,37.463698
219,21000000,3.0,15.0,55.910155,37.390848
220,181408800,5.0,4.0,55.733848,37.62098
221,75000000,3.0,30.0,55.723722,37.527248
223,20244900,2.0,29.0,55.719525,37.690231
224,8711645,3.0,12.0,56.006629,37.809108
225,4500000,1.0,1.0,55.797628,37.949022
226,11689742,2.0,25.0,55.547394,37.516296
227,15970240,2.0,20.0,55.813484,37.741008
228,67499999,3.0,5.0,55.652205,37.472986
229,11200000,1.0,8.0,55.604156,37.655758
230,8553702,1.0,23.0,55.728532,37.7376
231,65000000,4.0,3.0,55.692389,37.541904
232,160000000,5.0,3.0,55.761168,37.636006
233,9590000,2.0,7.0,55.54984,37.313043
234,85000000,6.0,20.0,55.718996,37.47889
235,16499000,2.0,11.0,55.850549,37.65447
236,49473264,3.0,10.0,55.746127,37.521238
237,8100000,1.0,14.0,55.860842,37.392809
238,115949118,6.0,9.0,55.720513,37.581186
239,8000000,2.0,17.0,55.471591,37.704078
240,12000000,2.0,21.0,55.659298,37.87593
241,13500000,1.0,8.0,55.741825,37.402583
242,7500000,2.0,3.0,55.959735,37.506567
243,8650000,2.0,5.0,55.732133,37.966854
244,6900000,1.0,10.0,55.924883,37.757349
245,18688892,1.0,3.0,55.798437,37.710598
246,8200000,2.0,3.0,55.556963,37.813885
247,97476995,2.0,3.0,55.738475,37.613885
248,10900000,2.0,7.0,55.700644,37.956241
249,14700000,2.0,2.0,55.580792,37.674204
250,12503895,3.0,9.0,55.936368,37.362088
251,18770000,1.0,23.0,55.820044,37.602498
252,7871621,1.0,4.0,55.723913,37.686179
253,16630480,1.0,7.0,55.751947,37.692171
254,115000000,5.0,14.0,55.715662,37.520721
255,13000000,1.0,19.0,55.638633,37.330666
257,31500000,3.0,13.0,55.696321,37.469801
259,11990000,2.0,23.0,55.660746,37.731963
260,29800000,3.0,10.0,55.806116,37.483522
261,11500000,3.0,14.0,55.664196,37.293936
262,10807314,1.0,4.0,55.674247,37.638708
263,30807000,3.0,16.0,55.791543,37.478357
264,27450000,1.0,5.0,55.704838,37.494837
265,15800000,2.0,15.0,55.702444,37.752098
266,27786732,2.0,7.0,55.806083,37.570096
267,16448947,3.0,7.0,55.595826,37.430318
268,13032732,2.0,17.0,55.936368,37.362088
269,33500000,3.0,3.0,55.754497,37.513032
270,9300000,1.0,5.0,55.714943,37.89568
271,5900000,1.0,2.0,55.703001,37.966257
272,7919590,2.0,16.0,55.95202,37.307021
273,68688000,4.0,9.0,55.656703,37.559221
275,10995000,1.0,3.0,55.818817,37.363047
276,22500000,4.0,2.0,55.590324,37.445202
277,8700000,1.0,7.0,55.504844,37.579248
278,16666650,2.0,7.0,55.839902,37.512305
279,5450000,2.0,4.0,56.00347,37.801542
280,18800000,2.0,16.0,55.775831,37.689065
281,14736885,2.0,33.0,55.728563,37.71105
282,14300000,2.0,2.0,55.850569,37.656226
283,12000000,2.0,9.0,55.86319,37.534717
284,9600000,2.0,1.0,55.790495,37.968914
285,13576974,2.0,9.0,55.593892,37.431085
286,6310054,1.0,15.0,56.006629,37.809108
287,35315806,3.0,2.0,55.716833,37.635988
288,19000000,2.0,15.0,55.839161,37.43933
289,20600000,3.0,17.0,55.706848,37.378133
290,12762140,2.0,25.0,55.548306,37.51588
291,24100000,3.0,5.0,55.795205,37.583077
292,18000000,3.0,7.0,55.845462,37.438944
293,22650000,2.0,9.0,55.713691,37.43641
294,11499000,1.0,11.0,55.851189,37.518927
295,12353041,1.0,17.0,55.721337,37.687369
296,22000000,3.0,13.0,55.590853,37.37243
297,9500000,1.0,18.0,55.728083,37.711384
298,25500000,3.0,3.0,55.639322,37.600246
299,9900000,3.0,3.0,55.724647,37.97189
300,9365544,2.0,3.0,55.59827,37.769267
301,57473999,3.0,13.0,55.783116,37.585427
302,9329717,1.0,22.0,55.70579,37.693769
303,36000000,5.0,3.0,55.663611,37.488768
304,8500000,1.0,6.0,55.66862,37.854711
305,8700000,1.0,10.0,55.901562,37.706124
306,38000000,3.0,12.0,55.709875,37.645239
307,7500000,2.0,6.0,55.905203,37.865397
309,12000000,2.0,9.0,55.764214,37.717832
310,33100000,3.0,8.0,55.754318,37.524726
311,17850000,1.0,10.0,55.679858,37.447987
312,14314830,1.0,37.0,55.836889,37.423529
313,10350000,2.0,10.0,55.543243,37.459119
314,11800000,1.0,2.0,55.794731,37.697736
315,8617137,1.0,12.0,55.825717,37.413244
316,60119000,2.0,15.0,55.755888,37.659004
317,32000000,3.0,18.0,55.819097,37.573514
318,7988437,1.0,9.0,55.55418,37.500017
319,9350000,2.0,9.0,55.948682,37.483252
320,12550000,2.0,3.0,55.869468,37.594706
321,15200000,1.0,18.0,55.806171,37.715971
322,10700000,1.0,10.0,55.651739,37.721677
323,12568248,2.0,10.0,55.922615,37.533949
324,10384300,2.0,14.0,55.683094,37.446587
325,10890000,3.0,18.0,55.690853,37.921372
326,38028477,2.0,37.0,55.793036,37.542115
327,249799917,6.0,3.0,55.759077,37.651109
328,14601001,2.0,6.0,55.882271,37.635664
329,17100000,2.0,11.0,55.630206,37.514616
330,110000000,5.0,4.0,55.759772,37.451258
331,7200000,1.0,6.0,55.918816,37.410437
332,16401600,3.0,4.0,55.516668,37.338718
333,28856100,2.0,30.0,55.656703,37.559221
334,13750000,3.0,2.0,55.763017,37.779448
335,6999999,1.0,2.0,56.010845,37.476788
336,18392100,3.0,9.0,55.662007,37.553279
337,57049920,4.0,42.0,55.692916,37.477074
338,20900000,1.0,4.0,55.822748,37.505632
339,9300000,1.0,4.0,55.660839,37.856788
340,12800000,1.0,19.0,55.647234,37.386664
341,8743128,1.0,15.0,55.587039,37.610718
342,9000000,2.0,13.0,55.689322,37.903825
343,202016839,5.0,3.0,55.742348,37.621902
344,6400000,1.0,9.0,55.834918,37.956183
345,12387507,2.0,2.0,55.593395,37.429395
346,8650000,2.0,4.0,55.941075,37.871243
347,33455445,2.0,17.0,55.793756,37.543203
348,17500000,1.0,40.0,55.808877,37.578218
349,7999999,1.0,5.0,55.808786,37.707334
350,15900000,2.0,7.0,55.637562,37.651102
351,12800000,2.0,22.0,55.700381,37.94531
352,32000000,1.0,18.0,55.721097,37.464342
353,13000000,3.0,4.0,55.701709,37.362811
354,8802680,1.0,10.0,55.59827,37.769267
355,12328420,1.0,15.0,55.591548,37.430471
356,14180000,2.0,5.0,55.875363,37.623347
358,6299000,1.0,6.0,56.007484,37.441119
359,10700000,2.0,7.0,55.904917,37.390526
360,24924000,2.0,19.0,55.84281,37.371528
361,22500000,2.0,8.0,55.806083,37.513179
362,21900000,3.0,2.0,55.815839,37.505944
363,7300000,1.0,1.0,55.91772,37.884813
364,11000000,2.0,14.0,55.928081,37.723657
365,11746790,1.0,19.0,55.848882,37.650286
366,32800000,3.0,3.0,55.688893,37.655658
367,11000000,1.0,2.0,55.870249,37.539523
368,14213880,3.0,16.0,55.921342,37.816075
369,26300000,3.0,8.0,55.780114,37.529984
370,26672380,2.0,38.0,55.656364,37.522431
371,9500000,2.0,8.0,55.866634,37.391771
372,29748862,2.0,25.0,55.719556,37.636069
373,29700000,2.0,2.0,55.743863,37.632231
374,4950000,2.0,2.0,55.862806,38.043038
375,14000000,3.0,22.0,55.874482,37.390059
376,10500000,3.0,3.0,55.506964,37.569558
377,18569050,2.0,26.0,55.813484,37.741008
378,6100000,1.0,12.0,56.010571,37.482628
379,17900000,1.0,16.0,55.843526,37.480495
380,36698524,2.0,10.0,55.746127,37.521238
381,31800000,3.0,16.0,55.666623,37.464129
382,8200000,2.0,13.0,55.744793,37.985371
383,92000000,2.0,5.0,55.744904,37.636729
384,14086000,2.0,7.0,55.714813,37.43295
385,145000000,4.0,3.0,55.694234,37.533171
386,61899000,3.0,3.0,55.704838,37.494837
387,13000000,1.0,7.0,55.71318,37.660288
388,75000000,3.0,5.0,55.770727,37.625618
389,10700000,1.0,5.0,55.749483,37.70055
390,13196700,1.0,25.0,55.857965,37.605841
391,15992158,2.0,5.0,55.638964,37.427758
392,19500000,2.0,4.0,55.789408,37.656896
393,13026200,1.0,26.0,55.857965,37.605841
394,11250000,2.0,2.0,55.541114,37.483862
395,15279672,2.0,11.0,55.797674,37.376606
396,13500000,2.0,6.0,55.707184,37.82242
397,7990000,1.0,5.0,55.703988,37.319304
398,22800000,3.0,13.0,55.948243,37.483246
399,93000000,5.0,2.0,55.745423,37.611855
400,10700000,2.0,1.0,55.907809,37.403214
401,10800000,1.0,18.0,55.561744,37.577831
402,44239084,2.0,9.0,55.701222,37.495358
403,33000000,3.0,3.0,55.757035,37.509706
404,6300000,1.0,8.0,55.838335,37.303415
405,78700000,4.0,30.0,55.79427,37.542165
406,9459810,1.0,4.0,55.662007,37.553279
407,12800000,3.0,11.0,55.865645,37.534556
408,4900000,1.0,16.0,55.923586,37.97124
409,8600000,1.0,1.0,55.715773,37.8106
410,11700000,1.0,8.0,55.866381,37.491953
411,12500000,3.0,6.0,55.685377,37.728206
412,16700000,3.0,10.0,55.849705,37.503904
413,29113740,3.0,8.0,55.829853,37.402906
414,12200000,2.0,2.0,55.842001,37.537658
415,27500000,2.0,14.0,55.715352,37.475325
416,59990000,3.0,4.0,55.66413,37.536598
417,17950000,1.0,26.0,55.840947,37.495443
418,28171100,1.0,20.0,55.694708,37.477326
419,124988377,2.0,4.0,55.735639,37.616139
420,17600000,3.0,14.0,55.836991,37.266528
421,26359667,3.0,27.0,55.718055,37.430017
422,5800000,1.0,5.0,55.740407,38.020211
423,51990000,5.0,6.0,55.697669,37.50698
424,120000000,6.0,7.0,55.535165,37.527458
425,15200000,3.0,6.0,55.526606,37.592865
426,26851720,2.0,42.0,55.754241,37.522552
428,35207893,2.0,3.0,55.701222,37.495358
429,18306120,1.0,22.0,55.751947,37.692171
430,33258280,2.0,5.0,55.761527,37.585799
431,7500000,1.0,15.0,55.876507,37.395703
432,5500000,1.0,2.0,55.696845,38.007859
433,10181393,1.0,20.0,55.728307,37.739934
435,6600000,1.0,6.0,55.723538,37.978705
436,28700000,2.0,2.0,55.804029,37.590735
437,5650000,1.0,4.0,55.696821,37.897983
438,12990000,3.0,7.0,55.644258,37.722845
439,10000000,1.0,3.0,55.712303,37.880559
441,36499000,2.0,2.0,55.700159,37.636318
442,13000000,1.0,2.0,55.653956,37.424504
443,21699000,2.0,11.0,55.605186,37.724753
445,24099600,3.0,6.0,55.780238,37.703714
446,129000000,5.0,3.0,55.777109,37.5882
447,43514580,3.0,13.0,55.717419,37.496487
449,20560000,1.0,17.0,55.820044,37.602498
450,12200000,2.0,3.0,55.710863,37.806782
452,18500000,2.0,9.0,55.713111,37.607361
453,185000000,4.0,13.0,55.748812,37.578743
454,6950000,2.0,5.0,55.821932,37.969674
455,17439368,2.0,20.0,55.842578,37.487963
456,32461200,2.0,2.0,55.768176,37.502906
457,15007420,1.0,9.0,55.836889,37.423529
458,24500000,3.0,5.0,55.641642,37.591117
459,10000000,1.0,2.0,55.635714,37.66797
460,14795211,3.0,14.0,55.593432,37.432521
461,9759506,2.0,7.0,55.723913,37.686179
462,72600000,3.0,15.0,55.771614,37.568869
463,5700000,1.0,1.0,55.47131,37.575423
464,11010092,1.0,21.0,55.723913,37.686179
465,10000000,3.0,4.0,55.552636,37.34375
466,11599971,2.0,23.0,55.727307,37.74136
467,15500000,3.0,10.0,55.94981,37.291765
468,28000000,1.0,4.0,55.75493,37.54419
469,14000000,2.0,17.0,55.695357,37.32183
470,32500000,2.0,10.0,55.820044,37.602498
471,16500000,2.0,2.0,55.63007,37.67022
472,14538982,2.0,13.0,55.595427,37.429205
473,7990000,3.0,1.0,55.672993,37.876377
474,104400000,3.0,12.0,55.761614,37.55056
475,23909600,3.0,4.0,55.780398,37.705154
476,21610808,4.0,13.0,55.594931,37.427516
477,5600000,2.0,4.0,55.914722,37.813737
478,26991402,2.0,7.0,55.720336,37.690322
479,9200000,1.0,34.0,55.579823,37.671403
480,35988969,2.0,7.0,55.732259,37.539065
481,18900000,3.0,10.0,55.689124,37.876389
482,5400000,1.0,5.0,55.67067,38.005524
483,14633448,3.0,13.0,55.55882,37.506038
484,7490000,1.0,17.0,55.504317,37.597833
485,12219820,2.0,10.0,55.703988,37.932134
486,133033120,4.0,3.0,55.732797,37.622068
487,17500000,2.0,4.0,55.754344,37.659477
488,17311902,3.0,4.0,55.699658,37.929222
489,15000000,2.0,8.0,55.672097,37.872381
490,12000000,2.0,6.0,55.58877,37.762705
491,17015077,2.0,2.0,55.772294,37.689568
492,42000000,3.0,6.0,55.787206,37.493673
493,7284401,1.0,24.0,55.727307,37.74136
494,30450000,4.0,6.0,55.692862,37.487625
495,15900000,3.0,11.0,55.741438,38.009272
496,19322707,2.0,5.0,55.652188,37.628156
497,23500000,2.0,5.0,55.801423,37.596985
498,9587970,1.0,9.0,55.901123,37.64159
499,144888783,5.0,4.0,55.77461,37.601621
500,12009480,1.0,6.0,55.836104,37.519234
501,140000000,4.0,37.0,55.714843,37.50468
502,15700000,2.0,13.0,55.640609,37.309349
503,427325330,6.0,9.0,55.740804,37.580925
504,104333916,5.0,22.0,55.793036,37.542115
505,19983320,1.0,5.0,55.768176,37.502906
506,14700000,3.0,3.0,55.689264,37.575692
507,12700000,2.0,2.0,55.783787,37.464303
508,13150000,1.0,14.0,55.772447,37.702749
509,18734235,2.0,13.0,55.719525,37.690231
510,4600601,1.0,6.0,55.958569,37.669985
511,31000000,3.0,11.0,55.803988,37.596841
512,12500000,3.0,13.0,55.513554,37.574411
513,47133964,2.0,38.0,55.732514,37.541109
514,7300000,1.0,12.0,55.494931,37.556071
515,178951989,3.0,13.0,55.759822,37.575351
516,7411510,1.0,5.0,55.640258,37.854757
517,10800000,2.0,8.0,55.54376,37.484608
518,28515994,2.0,14.0,55.807549,37.635721
519,15099999,2.0,5.0,55.82013,37.59089
521,12500000,3.0,18.0,55.65402,37.268161
522,14812720,2.0,22.0,55.717667,37.769275
523,34035976,3.0,13.0,55.687023,37.641833
524,13900000,3.0,9.0,55.620863,37.750867
525,11500000,1.0,2.0,55.801864,37.492972
526,95000000,3.0,3.0,55.716151,37.508527
527,29000000,3.0,8.0,55.806149,37.541592
528,16500000,2.0,3.0,55.750163,37.698624
529,13921600,1.0,19.0,55.857965,37.605841
530,11990000,2.0,6.0,55.926089,37.762722
532,92000000,5.0,6.0,55.757496,37.585943
533,14300000,2.0,20.0,55.630814,37.417573
534,30500000,3.0,11.0,55.802277,37.826958
535,41671820,2.0,7.0,55.732514,37.541109
536,16786440,2.0,6.0,55.780238,37.703714
537,21142336,4.0,12.0,55.591548,37.430471
538,13056825,1.0,21.0,55.842928,37.48936
539,70000000,4.0,10.0,55.783227,37.527924
540,28000000,3.0,3.0,55.683002,37.649499
542,20500000,1.0,12.0,55.715566,37.674974
543,9500000,1.0,12.0,55.892701,37.538006
544,45000000,4.0,4.0,55.781849,37.555529
545,10300000,1.0,12.0,55.644394,37.385322
546,158000000,5.0,8.0,55.763799,37.571037
547,29830000,2.0,26.0,55.763201,37.515339
548,8700000,1.0,22.0,55.813543,37.360166
549,85000000,5.0,5.0,55.758259,37.54892
550,21100000,1.0,13.0,55.820044,37.602498
551,17388224,3.0,5.0,55.593395,37.429395
553,33500000,3.0,21.0,55.790565,37.568948
554,7499000,1.0,2.0,55.741711,38.0248
556,20800000,3.0,1.0,55.803458,37.543456
557,33500000,2.0,19.0,55.693209,37.471621
558,9800000,1.0,3.0,55.622867,37.731386
559,10608260,2.0,5.0,55.831334,37.328984
560,36324320,3.0,26.0,55.673123,37.609579
561,11300000,1.0,2.0,55.759783,37.655026
562,31128816,3.0,32.0,55.797873,37.625361
563,199900000,5.0,7.0,55.715788,37.504395
564,17237810,1.0,26.0,55.836889,37.423529
565,15704640,2.0,12.0,55.836104,37.519234
566,105520177,3.0,14.0,55.759822,37.575351
568,5500000,1.0,6.0,55.908536,37.716379
569,16127618,4.0,9.0,55.593432,37.432521
570,6550000,1.0,21.0,55.725087,37.977254
571,16963500,3.0,15.0,55.630814,37.417573
572,9693111,2.0,22.0,55.6395,37.85296
573,59999999,4.0,2.0,55.832096,37.484183
574,8426018,3.0,17.0,55.808905,37.319894
575,6310054,1.0,12.0,56.006629,37.809108
576,10244958,2.0,2.0,55.59827,37.769267
577,16823556,2.0,16.0,55.84333,37.488866
578,10049559,1.0,2.0,55.728532,37.7376
579,110000000,5.0,4.0,55.766113,37.633204
580,12923097,3.0,3.0,55.548306,37.51588
581,9500000,1.0,14.0,55.835291,37.31926
582,18950000,3.0,2.0,55.685035,37.741462
583,8209131,1.0,12.0,55.595826,37.430318
584,9857040,3.0,19.0,55.725087,37.977254
585,11736900,1.0,5.0,55.908884,37.455499
586,32500000,3.0,2.0,55.785366,37.495093
587,75000000,3.0,11.0,55.723722,37.527248
588,10500000,2.0,2.0,55.857523,37.515965
589,4900000,1.0,3.0,56.013141,37.460975
590,16798000,2.0,17.0,55.702876,37.925773
591,13185600,1.0,2.0,55.838184,37.51339
592,15084248,2.0,9.0,55.727307,37.74136
593,19600000,2.0,8.0,55.645092,37.659239
594,23700000,2.0,10.0,55.835649,37.644047
595,21500000,3.0,8.0,55.868654,37.528511
596,56000000,5.0,14.0,55.78255,37.531149
597,12990000,3.0,4.0,55.836586,37.28328
598,125000000,4.0,4.0,55.765189,37.652797
599,35000000,3.0,10.0,55.774491,37.64174
601,16700000,2.0,1.0,55.829492,37.66354
602,6218244,1.0,18.0,55.832996,37.955103
603,6350000,1.0,2.0,55.560324,37.809028
604,13400000,2.0,3.0,55.751801,37.79685
605,23700000,2.0,5.0,55.801423,37.596985
606,13700000,2.0,11.0,55.647963,37.749828
607,33535500,2.0,2.0,55.814103,37.421652
608,8000000,2.0,4.0,55.997965,37.868213
609,60900000,4.0,5.0,55.717429,37.497561
610,15100000,2.0,11.0,55.67238,37.507159
611,17900000,2.0,5.0,55.703005,37.682707
